CUST_ID,LAST_NAME,FIRST_NAME,STREET_ADDRESS,POSTAL_CODE,CITY_ID,CITY,STATE_PROVINCE_ID,STATE_PROVINCE,COUNTRY_ID,COUNTRY,CONTINENT_ID,CONTINENT,AGE,COMMUTE_DISTANCE,CREDIT_BALANCE,EDUCATION,EMAIL,FULL_TIME,GENDER,HOUSEHOLD_SIZE,INCOME,INCOME_LEVEL,INSUFF_FUNDS_INCIDENTS,JOB_TYPE,LATE_MORT_RENT_PMTS,MARITAL_STATUS,MORTGAGE_AMT,NUM_CARS,NUM_MORTGAGES,PET,PROMOTION_RESPONSE,RENT_OWN,SEG,WORK_EXPERIENCE,YRS_CURRENT_EMPLOYER,YRS_CUSTOMER,YRS_RESIDENCE,COUNTRY_CODE,USERNAME
1066970,Chen,Steven,1530 N San Antonio Ave,91786,94548,Upland,1134,California,102,United States,11,North America,18,4,0,LessThanHS,Steven.Chen@oraclemail.com,No,Male,9,571,"A: Below 30,000",1,Professional,0,S,0,0,0,Cat,0,,1,3,1,2,18,US,guest1094
1067283,Bennett,Keri,1200 N Tustin Ave Ste 150,92705,23311,Santa Ana,1134,California,102,United States,11,North America,37,0,1387,Associates,Keri.Bennett@oraclemail.com,Yes,Male,2,92870,"E: 90,000 - 109,999",0,Sales,0,M,290750,2,1,Unknown,0,Own,2,15,9,3,0.925,US,guest92
1067456,Pratt,Brain,Po Box 2507,91769,63813,Pomona,1134,California,102,United States,11,North America,54,28,475,Masters,Brain.Pratt@oraclemail.com,Yes,Male,6,44345,"B: 30,000 - 49,999",0,Business,0,M,0,1,0,Unknown,0,Rent,6,33,5,7,19,US,guest2042
1124763,Sugiyama,Takumi,,,57824,Yahagi,1112,Tokyo,128,Japan,16,Asia,69,2,97,Associates,Takumi.Sugiyama@oraclemail.com,No,Male,1,50882,"C: 50,000 - 69,999",0,Sales,0,S,170000,1,1,Unknown,0,Own,9,25,3,0,3,JP,guest2267
1124852,Miyagi,Kaito,,,93795,Yamato-minami,1112,Tokyo,128,Japan,16,Asia,42,23,323,Associates,Kaito.Miyagi@oraclemail.com,Yes,Male,1,19748,"A: Below 30,000",2,Business,2,S,0,1,0,Unknown,0,Rent,6,15,6,5,17,JP,guest2193
1124891,Kudo,Masato,,,75182,Iwabe,1112,Tokyo,128,Japan,16,Asia,17,-1,0,LessThanHS,Masato.Kudo@oraclemail.com,,Male,2,24639,"A: Below 30,000",0,Scientific,0,S,0,0,0,Unknown,0,,1,5,,0,17,JP,guest1594
1076016,Riley,Calvin,2500 South Garfield Avenue Room 117,90040,65987,City Of Commerce,1134,California,102,United States,11,North America,46,23,112,Masters,Calvin.Riley@oraclemail.com,Yes,Male,6,82777,"D: 70,000 - 89,999",0,Business,0,M,170000,1,1,Cat,0,Own,6,6,6,7,2,US,guest1638
1076082,Bray,Ina,100 S Hillcrest Blvd ,90301-1313,87744,Inglewood,1134,California,102,United States,11,North America,64,19,358,High School,Ina.Bray@oraclemail.com,Yes,Female,2,18062,"A: Below 30,000",3,Labor,2,M,24621,2,1,Cat,0,Own,8,1,1,5,3,US,guest729
1076109,Hewitt,Augustine,2450 W Ball Rd ,92804-5211,49174,Anaheim,1134,California,102,United States,11,North America,34,11,562,Doctorate,Augustine.Hewitt@oraclemail.com,Yes,Male,1,113674,"F: 110,000 - 129,999",2,Professional,2,S,226000,1,1,Dog,0,Own,4,8,2,6,2,US,guest268
1076128,Oneal,Brett,6621 Stephens Ranch Rd,91750,82141,La Verne,1134,California,102,United States,11,North America,37,25,115,High School,Brett.Oneal@oraclemail.com,Yes,Male,1,54902,"C: 50,000 - 69,999",1,Scientific,1,S,238000,1,1,Dog,0,Own,4,1,1,2,1,US,guest407
1137905,Watanabe,Momoka,,,104733,Ageo,1112,Tokyo,128,Japan,16,Asia,60,2,311,Associates,Momoka.Watanabe@oraclemail.com,No,Female,3,24730,"A: Below 30,000",0,Professional,0,S,0,1,0,Unknown,0,Rent,9,14,13,8,16,JP,guest1674
1137997,Gentileschi,Devamisra,131 SZENTMIHÁLYI ÚT,1152,61288,BUDAPEST 15,1162,,147,Hungary,14,Europe,20,0,0,LessThanHS,Devamisra.Gentileschi@oraclemail.com,No,Male,4,13996,"A: Below 30,000",0,Professional,0,S,0,0,0,Cat,0,,1,4,0,2,20,HU,guest3789
1138030,Pankharia,Dash,35 PAULAY EDE UTCA,1061,11599,BUDAPEST 6,1162,,147,Hungary,14,Europe,65,3,366,LessThanHS,Dash.Pankharia@oraclemail.com,Yes,Male,2,5769,"A: Below 30,000",0,Skilled,0,M,0,2,0,Dog,0,Rent,8,16,16,3,5,HU,guest534
1138188,Maruyama,Kira,,,89211,Oiso,1112,Tokyo,128,Japan,16,Asia,23,28,450,Associates,Kira.Maruyama@oraclemail.com,Yes,Male,1,23619,"A: Below 30,000",2,Sales,2,S,214000,1,1,Dog,0,Own,4,2,2,6,3,JP,guest196
1138496,Yamane,Kanakasundari,,,37110,Saruhashi,1112,Tokyo,128,Japan,16,Asia,37,1,1689,High School,Kanakasundari.Yamane@oraclemail.com,Yes,Female,2,70037,"D: 70,000 - 89,999",1,Labor,0,M,290750,2,1,Other,0,Own,2,4,4,1,0.925,JP,guest28
1138546,Watanabe,Taisei,,,37130,Shin-yoshidacho,1112,Tokyo,128,Japan,16,Asia,55,11,101,Doctorate,Taisei.Watanabe@oraclemail.com,Yes,Male,3,84849,"D: 70,000 - 89,999",0,Professional,0,S,0,1,0,Unknown,0,Rent,9,20,15,10,5,JP,guest2968
1138684,Anand,Efren,IKMÁNDI ÚT,2900,84303,KOMÁROM,1162,,147,Hungary,14,Europe,19,8,0,Associates,Efren.Anand@oraclemail.com,Yes,Male,5,1270,"A: Below 30,000",0,Professional,0,S,0,1,0,Dog,0,,1,2,2,1,19,HU,guest1316
1138883,Sunther,Aydan,4 KIKÖTÔ UTCA,8174,85944,BALATONKENESE,1162,,147,Hungary,14,Europe,69,2,91,Associates,Aydan.Sunther@oraclemail.com,No,Female,1,10061,"A: Below 30,000",1,Scientific,1,S,0,1,0,Cat,0,Rent,9,28,4,2,9,HU,guest2184
1138965,Watanabe,Yui,,,11489,Morokawa,1112,Tokyo,128,Japan,16,Asia,73,-1,72,Bachelors,Yui.Watanabe@oraclemail.com,,Female,2,32375,"B: 30,000 - 49,999",1,Labor,1,M,0,2,0,Other,0,Own,10,51,,8,8,JP,guest3749
1139501,Sokolov,Asvatthi,,,22852,San Andres Ahuayucan,1110,Distrito Federal,101,Mexico,11,North America,67,2,78,Associates,Asvatthi.Sokolov@oraclemail.com,No,Male,1,22603,"A: Below 30,000",0,Business,0,S,150000,0,1,Unknown,0,Own,9,5,5,2,5,MX,guest1580
1139696,Hidaka,Haruka,,,11537,Shimo-kodanaka,1112,Tokyo,128,Japan,16,Asia,30,4,418,Masters,Haruka.Hidaka@oraclemail.com,No,Female,2,102159,"E: 90,000 - 109,999",0,Business,1,S,0,1,0,Unknown,0,Rent,5,8,1,5,2,JP,guest4567
1124936,Takahasi,Kira,,,24266,Muraoka,1112,Tokyo,128,Japan,16,Asia,31,4,356,High School,Kira.Takahasi@oraclemail.com,Yes,Male,1,15611,"A: Below 30,000",1,Business,1,S,226000,1,1,Dog,0,Own,4,4,2,2,2,JP,guest208
